symbol,name
532716.NS,Gillanders Arbuthnot & Co. Ltd.
532717.NS,Indo Tech Transformers Limited
532719.NS,B L Kashyap and Sons Ltd
532720.NS,Mahindra & Mahindra Financial Services Limited
532721.NS,Visa Steel Limited
532722.NS,Nitco Ltd.
532723.NS,MPDL LIMITED
532725.NS,Solar Industries India Limited
532726.NS,GALLANTT ISPAT LIMITED
532728.NS,Malu Paper Mills Limited
532729.NS,Uttam Sugar Mills Ltd
532730.NS,STL Global Ltd
532732.NS,Kewal Kiran Clothing Ltd.
532733.NS,SUN TV NETWORK LIMITED
532734.NS,GODAWARI POWER AND ISPAT LTD.
532735.NS,R Systems International Limited
532737.NS,Emkay Global Financial Services Ltd
532738.NS,TWAMEV CONSTRUCTION AND INFRASTRUCTURE LIMITED
532740.NS,Lokesh Machines Limited
532741.NS,Kamdhenu Limited
532742.NS,PAUSHAK LIMITED (formerly known as Darshak Limited)
532744.NS,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.)
532745.NS,Inditrade Capital Limited
532748.NS,Prime Focus Limited
532749.NS,Allcargo Logistics Ltd
532754.NS,GMR Airports Limited
532755.NS,Tech Mahindra Limited
532756.NS,CIE Automotive India Limited
532757.NS,VOLTAMP TRANSFORMERS LIMITED
532759.NS,ATLANTAA LIMITED
532761.NS,HOV Services Limited
532762.NS,Action Construction Equipments Ltd.
532764.NS,GeeCee Ventures Limited
532766.NS,Richa Industries Limited
532767.NS,Gayatri Projects Limited
532768.NS,FIEM INDUSTRIES LIMITED
532771.NS,JHS Svendgaard Laboratories Ltd.
532772.NS,DCB Bank Limited
532773.NS,Global Vectra Helicorp Ltd.
532774.NS,Inspirisys Solutions Limited
532775.NS,GTL Infrastructure Limited
532776.NS,SHIVAM AUTOTECH LIMITED
532777.NS,Info Edge(India) Ltd.
532779.NS,TORRENT POWER LIMITED
532780.NS,Parsvnath Developers Ltd.
532782.NS,SUTLEJ TEXTILES & INDUSTRIES LIMITED
532783.NS,LT Foods Limited
532784.NS,Sobha Limited
532785.NS,Ruchira Papers Ltd
532790.NS,TANLA PLATFORMS LIMITED
532794.NS,Zee Media Corporation Limited
532795.NS,Siti Networks Limited
532796.NS,Lumax Auto Technologies Ltd.
532797.NS,AUTOLINE INDUSTRIES LTD.
532798.NS,Network 18 Media & Investments Limited
532799.NS,Hubtown Limited
532801.NS,Cambridge Technology Enterprises Ltd.
532804.NS,Technocraft Industries (India) Ltd.
532805.NS,Redington Limited
532806.NS,AI CHAMPDANY INDUSTRIES LIMITED
532807.NS,Cineline India Limited
532808.NS,Pearl Global Industries Limited
532809.NS,Firstsource Solutions Ltd.
532810.NS,Power Finance Corporation Ltd
532811.NS,Ahluwalia Contracts (India) Ltd
532812.NS,Transwarranty Finance Limited
532814.NS,Indian Bank
532815.NS,SMS Pharmaceuticals Ltd
532817.NS,Oriental Trimex Limited
532820.NS,E-Land Apparel Limited
532822.NS,VODAFONE IDEA LIMITED
532825.NS,JAGJANANI TEXTILES LIMITED
532826.NS,Raj Television Network Ltd
532827.NS,Page Industries Ltd.
532828.NS,AMD Industries Ltd
532829.NS,LEHAR FOOTWEARS LIMITED
532830.NS,ASTRAL LIMITED
532832.NS,EMBASSY DEVELOPMENTS LIMITED
532834.NS,Camlin Fine Sciences Ltd
532835.NS,ICRA Limited
532839.NS,Dish TV India Limited
532841.NS,SAHYADRI INDUSTRIES LTD.
532842.NS,Sree Rayalaseema Hi-Strength Hypo Limited
532843.NS,Fortis Healthcare Ltd
532845.NS,TGB Banquets and Hotels Limited
532847.NS,HILTON METAL FORGING LIMITED
532848.NS,Delta Corp Limited
532850.NS,MIC Electronics Limited
532851.NS,Insecticides India Ltd.
532853.NS,Asahi Songwon Colors Ltd.
532855.NS,Haryana Capfin Ltd.
532856.NS,Time Technoplast Limited
532859.NS,Hinduja Global Solutions Limited
532864.NS,Nelcast Limited
532866.NS,Quintegra Solutions Limited
532867.NS,V2 Retail Limited
532868.NS,DLF LIMITED
532869.NS,Tarmat Limited
532870.NS,Ankit Metal  & Power Limited
532872.NS,Sun Pharma Advanced Research Company Ltd.
532873.NS,Housing Development & Infrastructure  Ltd
532875.NS,Allied Digital Services Limited
532878.NS,Alpa Laboratories Limited
532879.NS,Sir Shadi Lal Enterprises Ltd
532880.NS,OMAXE LIMITED
532884.NS,Refex Industries Limited
532885.NS,Central Bank of India
532886.NS,SEL Manufacturing Company Limited
532888.NS,ASIAN GRANITO INDIA LIMITED
532889.NS,K.P.R. Mill Ltd.
532890.NS,Take Solutions Ltd
532891.NS,Puravankara Limited
532892.NS,Motilal Oswal Financial Services Limited
532893.NS,VTM Ltd
532894.NS,Indowind Energy Ltd.
532895.NS,Nagreeka Capital & Infrastructure Limited
532896.NS,MAGNUM VENTURES LIMITED
532898.NS,POWER GRID CORPORATION OF INDIA LIMITED
532899.NS,Kaveri Seed Company Ltd
532900.NS,PAISALO DIGITAL LIMITED
532902.NS,Consolidated Construction Consortium Ltd
532904.NS,Supreme Infrastructure India Limited
532906.NS,MAAN ALUMINIUM LIMITED
532907.NS,IL&FS Engineering and Construction Company Ltd
532911.NS,PARLE INDUSTRIES LIMITED
532915.NS,Religare Enterprises Ltd
532916.NS,BARAK VALLEY CEMENTS LIMITED
532918.NS,RATHI BARS LIMITED
532921.NS,Adani Ports and Special Economic Zone Ltd
532922.NS,Edelweiss Financial Services Ltd.
532923.NS,RENAISSANCE GLOBAL LIMITED
532924.NS,Kolte-Patil Developers Ltd
532925.NS,Kaushalya Infrastructure Development Corporation Ltd
532926.NS,JYOTHY LABS LIMITED
532927.NS,eClerx Services Limited
532928.NS,Transformers and Rectifiers (India) Limited
532929.NS,Brigade Enterprises Limited
532930.NS,BGR ENERGY SYSTEMS LIMITED
532932.NS,MANAKSIA LIMITED
532933.NS,PORWAL AUTO COMPONENTS LIMITED
532934.NS,PPAP Automotive Limited
532935.NS,Aries Agro Limited
532937.NS,Kuantum Papers Limited
532939.NS,Reliance Power Limited
532940.NS,J. Kumar Infraprojects Limited
532941.NS,Cords Cable Industries Limited
532942.NS,KNR Constructions Limited
532944.NS,OnMobile Global Ltd.
532945.NS,SEPC LIMITED
532946.NS,Bang Overseas Ltd
532947.NS,IRB Infrastructure Developers Limited
532951.NS,GSS Infotech Ltd
532952.NS,Nahar Capital & Financial Services Ltd.
532953.NS,V-Guard Industries Ltd.
532955.NS,REC LIMITED
532957.NS,GOKAK TEXTILES LTD.
532960.NS,Dhani Services Limited
532966.NS,TITAGARH RAIL SYSTEMS LIMITED
532967.NS,KIRI INDUSTRIES LIMITED
532974.NS,Aditya Birla  Money Ltd
532975.NS,TELOGICA LIMITED
532976.NS,Jai Balaji Industries Limited
532977.NS,Bajaj Auto Limited
532978.NS,Bajaj Finserv Limited
532980.NS,Gokul Refoils and Solvent Limited
532983.NS,RPG Life Sciences Limited
532985.NS,Kotak Mahindra Mutual Fund
532986.NS,Niraj Cement Structurals Limited
532987.NS,Rane Brake Lining Limited
532988.NS,Rane Engine Valve Limited
532989.NS,Bafna Pharmaceuticals Limited
532992.NS,CHL Limited
532993.NS,SEJAL GLASS LIMITED
532994.NS,Archidply Industries Limited
532998.NS,Lotus Eye Hospital And Institute Limited
533001.NS,SOMI CONVEYOR BELTINGS LIMITED
533007.NS,LGB Forge Limited
533012.NS,Landmark Property Development Company Ltd.
533014.NS,Sicagen India Limited
533018.NS,SIMPLEX MILLS COMPANY LIMITED
533019.NS,SIMPLEX PAPERS LTD.
533022.NS,20 Microns Limited
533023.NS,ZF Commercial Vehicle Control Systems India Limited
533029.NS,Alkali Metals Limited
533033.NS,ISGEC Heavy Engineering Limited
533047.NS,Indian Metals & Ferro Alloys Limited
533048.NS,Teamo Productions HQ Limited
533056.NS,VEDAVAAG Systems Limited
533078.NS,Manjeera Constructions Limited
533080.NS,Mold-Tek Packaging Limited
533088.NS,Mahindra Holidays & Resorts India Limited
533090.NS,Excel Realty N Infra Limited
533093.NS,RAJ OIL MILLS LIMITED
533095.NS,Bengal & Assam Company Limited
533096.NS,Adani Power Limited
533098.NS,NHPC Limited
533100.NS,Premier Energy and Infrastructure  Limited
533101.NS,Suryaamba Spinning Mills Limited
533104.NS,Globus Spirits Limited
533106.NS,Oil India Limited
533107.NS,SWAN DEFENCE AND HEAVY INDUSTRIES LIMITED
533108.NS,Bhilwara Technical Textiles Limited
533110.NS,Shree Precoated Steels Limited
533121.NS,EXPLEO SOLUTIONS LIMITED
533122.NS,RattanIndia Power Limited
533137.NS,DEN Networks Limited
533138.NS,ASTEC LIFESCIENCES LIMITED
533146.NS,D-Link (India) Ltd
533148.NS,JSW Energy Limited
533149.NS,Yunik Managing Advisors Limited
533150.NS,Godrej Properties Limited
533151.NS,D.B.Corp Limited
533152.NS,MBL Infrastructure Ltd
533155.NS,Jubilant Foodworks Limited
533156.NS,Vascon Engineers Limited
533158.NS,Thangamayil Jewellery Limited
533160.NS,VALOR ESTATE LIMITED
533161.NS,Emmbi Industries Limited
533162.NS,Hathway Cable & Datacom Limited
533164.NS,Texmo Pipes and Products Limited
533166.NS,Sundaram Multi Pap Ltd.
533167.NS,Coromandel Engineering Company Limited
533168.NS,Rossell India Limited
533169.NS,MAN INFRACONSTRUCTION LIMITED
533170.NS,TAMBOLI INDUSTRIES LIMITED
533177.NS,IL&FS Transportation Networks Limited
533179.NS,Persistent Systems Limited
533181.NS,Intrasoft Technologies Limited
533189.NS,Goenka Diamond & Jewels Ltd
533192.NS,K C P SUGAR AND INDUSTRIES CORPORATION LTD.
533193.NS,KIRLOSKAR ELECTRIC COMPANY LTD.
533202.NS,SATCHMO HOLDINGS LIMITED
533203.NS,TARAPUR TRANSFORMERS LIMITED
533206.NS,SJVN LIMITED
533208.NS,Emami Paper Mills Ltd.
533210.NS,Kriti Nutrients Ltd
533212.NS,GKB Ophthalmics Ltd.
533217.NS,Hindustan Media Ventures Limited
533218.NS,EMAMI REALTY LIMITED
533227.NS,Asian Hotels (East) Limited
533229.NS,BAJAJ CONSUMER CARE LIMITED
533239.NS,Prakash Steelage Limited
533248.NS,Gujarat Pipavav Port Limited
533252.NS,Welspun Investments and Commercials Ltd.
533259.NS,Sastasundar Ventures Limited
533260.NS,Career Point Limited
533261.NS,Eros International Media Limited
533262.NS,Ramky Infrastructure Limited
533263.NS,Orient Green Power Company Limited
533267.NS,CANTABIL RETAIL INDIA LIMITED
533268.NS,SEA TV Network Limited
533269.NS,VA Tech Wabag Limited
533270.NS,Bedmutha Industries Limited
533271.NS,Ashoka Buildcon Limited
533272.NS,JUPITER WAGONS LIMITED
533273.NS,OBEROI REALTY LIMITED
533274.NS,Prestige Estates Projects Limited
533275.NS,SHAH METACORP LIMITED
533278.NS,Coal India Limited
533282.NS,GRAVITA INDIA LIMITED
533284.NS,RPP INFRA PROJECTS LIMITED
533285.NS,RDB Realty & Infrastructure Limited
533286.NS,MOIL Limited
533287.NS,ZEE LEARN LIMITED
533289.NS,Kesar Terminals & Infrastructure Limited
533292.NS,A2Z Infra Engineering Limited
533293.NS,Kirloskar Oil Engines Limited
533294.NS,Ravi Kumar Distilleries Limited
533295.NS,PUNJAB & SIND BANK
533296.NS,Future Market Networks Limited
533298.NS,Surana Solar Limited
533301.NS,SHEKHAWATI INDUSTRIES LIMITED
533302.NS,Kalyani Investment Company Limited
533303.NS,BF Investment Limited
533306.NS,SUMMIT SECURITIES LTD.
533315.NS,Innovassynth Investments Limited
533316.NS,STEL Holdings Limited
533317.NS,OMKAR SPECIALITY CHEMICALS LIMITED
533326.NS,Texmaco Rail & Engineering Limited
533329.NS,Indian Terrain Fashions Limited
533333.NS,Fineotex Chemical Limited
533336.NS,Dhunseri Investments Ltd
533339.NS,Zen Technologies Ltd.
533343.NS,Lovable Lingerie Limited
533344.NS,PTC India Financial Services Limited
533398.NS,MUTHOOT FINANCE LIMITED
533400.NS,Future Consumer Limited
533407.NS,TRUE GREEN BIO ENERGY LIMITED
533427.NS,VMS INDUSTRIES LIMITED
533451.NS,Karma Energy Limited
533452.NS,DELPHI WORLD MONEY LIMITED
533470.NS,Rushil Decor Limited
533477.NS,Enkei wheels (India) Limited
533482.NS,Kridhan Infra Limited
533499.NS,Bharatiya Global Infomedia Limited
533506.NS,INVENTURE GROWTH & SECURITIES LIMITED
533519.NS,L&T Finance Limited
533520.NS,Yaari Digital Integrated Services Ltd
533540.NS,Tree House Education & Accessories Limited
533543.NS,BROOKS LABORATORIES LIMITED
533552.NS,RUPA & COMPANY LIMITED
533553.NS,TD Power Systems Ltd
533573.NS,ALEMBIC PHARMACEUTICALS LIMITED
533576.NS,Vaswani Industries Limited
533581.NS,PG Electroplast Limited
533602.NS,Lesha Industries Limited
533605.NS,SETUBANDHAN INFRASTRUCTURE LIMITED
533608.NS,RDB Rasayans Limited
533629.NS,TIJARIA POLYPIPES LIMITED
533632.NS,Onelife Capital Advisors Ltd
533638.NS,FLEXITUFF VENTURES INTERNATIONAL LIMITED
533644.NS,Ujaas Energy Limited
533655.NS,Triveni Turbine Limited
533676.NS,Indo Thai Securities Limited
533704.NS,Essar Shipping Ltd
533758.NS,APL Apollo Tubes Limited
533761.NS,GPT Infraprojects limited
533896.NS,Fervent Synergies Limited
533941.NS,THOMAS SCOTT (INDIA) LIMITED
533982.NS,Tera Software Ltd.
534060.NS,PMC Fincorp Limited
534063.NS,Futuristic Solutions Ltd.
534064.NS,Alliance Integrated Metaliks Limited
534076.NS,RHI MAGNESITA INDIA LIMITED
534091.NS,Multi Commodity Exchange of India Ltd
534109.NS,Pyxis Finvest Limited
534139.NS,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED
534190.NS,Olympic Cards Limited
534309.NS,NBCC (India) Limited
534312.NS,MT EDUCARE LIMITED
534328.NS,Hexa Tradex Limited
534338.NS,Maxheights Infrastructure Limited
534369.NS,Tribhovandas Bhimji Zaveri Limited
534392.NS,Vardhman Special Steels Ltd
534422.NS,Looks Health Services Limited
534425.NS,Speciality Restaurants Limited
534532.NS,Lypsa Gems & Jewellery Limited
534535.NS,Bio Green Papers Limited
534597.NS,RATTANINDIA ENTERPRISES LIMITED
534598.NS,Sampann Utpadan India Limited
534600.NS,JTL INDUSTRIES LIMITED
534612.NS,ADVANCE METERING TECHNOLOGY LIMITED
534615.NS,North Eastern Carrying Corporation Limited
534618.NS,WAAREE RENEWABLE TECHNOLOGIES LIMITED
534623.NS,Jupiter Infomedia Limited
534639.NS,VINAYAK POLYCON INTERNATIONAL LIMITED
534659.NS,Jointeca Education Solutions Limited
534674.NS,Ducon Infratechnologies Limited
534675.NS,PROZONE REALTY LIMITED
534680.NS,SRG Housing Finance Limited
534691.NS,Comfort Commotrade Limited
534708.NS,SHANTI GURU INDUSTRIES LIMITED
534732.NS,CASPIAN CORPORATE SERVICES LIMITED
534733.NS,Aerpace Industries Limited
534741.NS,VIRTUAL GLOBAL EDUCATION LTD.
534742.NS,ZUARI AGRO CHEMICALS LIMITED
534748.NS,Steel Exchange India Ltd.
534755.NS,Trio Mercantile & Trading Limited
534758.NS,Cigniti Technologies Ltd
534796.NS,CDG PETCHEM LIMITED
534804.NS,CARE Ratings Limited
534809.NS,PC JEWELLER LIMITED
534816.NS,INDUS TOWERS LIMITED
534976.NS,V-Mart Retail Limited
535136.NS,NIBE LIMITED
535204.NS,Mukta Agriculture Limited
535205.NS,Mystic Electronics Limited
535267.NS,COMFORT FINCAP LIMITED
535276.NS,SBI Mutual Fund
535279.NS,Bothra Metals & Alloys Limited
535322.NS,Repco Home Finance Limited
535387.NS,LAKHOTIA POLYESTERS (INDIA) LIMITED
535431.NS,GCM Securities Limited
535458.NS,NRB INDUSTRIAL BEARINGS LIMITED
535514.NS,Prime Capital Market Limited
535566.NS,KIFS Financial Services Ltd
535601.NS,Sreeleathers Limited
535602.NS,Sharda Motor Industries Ltd
535621.NS,S V Global Mill Limited
535647.NS,SDC TECHMEDIA LIMITED
535648.NS,Just Dial Limited
535657.NS,ObjectOne Information Systems Ltd
535667.NS,India Finsec Limited
535693.NS,BRAHMAPUTRA INFRASTRUCTURE LIMITED
535719.NS,AMPVOLTS LIMITED
535730.NS,Khoobsurat Ltd.
535754.NS,ORIENT CEMENT LIMITED
535755.NS,Aditya Birla Fashion and Retail Limited
535789.NS,Sammaan Capital Limited
535910.NS,Money Masters Leasing & Finance Limited
535916.NS,Alacrity Securities Limited
535917.NS,GCM Commodity & Derivatives Limited
535958.NS,Integra Essentia Limited
536073.NS,JULIEN AGRO INFRATECH LIMITED
536264.NS,Tiger Logistics (India) Limited
536493.NS,JK Agri Genetics Limited
536507.NS,Future Lifestyle Fashions Limited
536565.NS,Trimurthi Limited
536659.NS,PVV Infra Limited
536672.NS,VCU Data Management Limited
536709.NS,IND Renewable Energy Ltd
536710.NS,S R G SECURITIES FINANCE LIMITED
536737.NS,Amrapali Capital and Finance Services Limited
536738.NS,STELLAR CAPITAL SERVICES LIMITED
536773.NS,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED
536846.NS,Yuranus Infrastructure Ltd
536960.NS,Motilal Oswal Mutual Fund
536965.NS,B.P.Capital Ltd.
536974.NS,CAPTAIN POLYPLAST LIMITED
537007.NS,ICICI Prudential Mutual Fund
537008.NS,ICICI Prudential Mutual Fund
537069.NS,Arnold Holdings Ltd
537253.NS,Sunil Healthcare Limited
537254.NS,RCI Industries & Technologies Limited
537259.NS,Suyog Telematics Limited
537291.NS,Nath Biogene India Ltd.
537292.NS,Agri-Tech India Ltd.
537326.NS,CHEMTECH INDUSTRIAL VALVES LIMITED
537483.NS,Nippon India Mutual Fund
537536.NS,Denis Chem Lab Limited
537573.NS,Polymac Thermoformers Limited
537582.NS,Unishire Urban Infra Limited
537669.NS,LAXMIPATI ENGINEERING WORKS LIMITED
537707.NS,ETT Limited
537708.NS,Kotak Mahindra Mutual Fund
537709.NS,SHREE HANUMAN SUGAR & INDUSTRIES LTD.
537750.NS,Kiran Vyapar Limited
537766.NS,B.C. Power Controls Limited
537784.NS,Karnimata Cold Storage Limited
537785.NS,RACE ECO CHAIN LIMITED
537800.NS,Mangalam Industrial Finance Limited
537820.NS,VIJI FINANCE LIMITED
537839.NS,PHOENIX TOWNSHIP LIMITED
537840.NS,RAUNAQ INTERNATIONAL LIMITED
537985.NS,INFRONICS SYSTEMS LIMITED
538057.NS,Nippon India Mutual Fund
538081.NS,Haria Apparels Limited
538092.NS,SHRI VASUPRADA PLANTATIONS LIMITED
538119.NS,R&B Denims Limited
538212.NS,SHARP INVESTMENTS LTD
538268.NS,Wonderla Holidays Limited
538273.NS,Response Informatics Limited
538319.NS,GCM Capital Advisors Limited
538351.NS,A.F. Enterprises Limited
538365.NS,INCREDIBLE INDUSTRIES LIMITED
538382.NS,WEST LEISURE RESORTS LIMITED
538395.NS,Nam Securities Ltd.
538401.NS,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD
538422.NS,Jackson Investments Limited
538446.NS,MONEYBOXX FINANCE LIMITED
538451.NS,Worth Investment & Trading Co Limited
538452.NS,Quasar India Limited
538464.NS,Thirani Projects Limited
538465.NS,Amarnath Securities Ltd.
538476.NS,Capital Trade Links Limited
538496.NS,Tarini International Limited
538520.NS,SHIVAMSHREE BUSINESSES LIMITED
538521.NS,YAAN ENTERPRISES LIMITED
538537.NS,Omansh Enterprises Limited
538539.NS,ANNVRRIDHHI VENTURES LIMITED
538540.NS,Ramchandra Leasing & Finance Limited
538542.NS,GoldCoin Health Foods Limited
538546.NS,Bansal Roofing Products Limited
538556.NS,Arman Holdings Limited
538562.NS,Skipper Limited
538563.NS,Adarsh Mercantile Limited
538564.NS,James Warren Tea Limited
538565.NS,Vistar Amar Limited
538567.NS,Gulf Oil Lubricants India Limited
538568.NS,Fruition Venture Limited
538569.NS,Triveni Enterprises Limited
538576.NS,Bhanderi Infracon Limited
538579.NS,ZINEMA MEDIA AND ENTERTAINMENT LIMITED
538596.NS,Quantum Build-Tech Limited
538597.NS,TTI Enterprise Limited
538598.NS,Vishal Fabrics Limited
538607.NS,TOYAM SPORTS LIMITED
538609.NS,Gajanan Securities Services Ltd.
538610.NS,Unison Metals Ltd
538611.NS,Real Touch Finance Limited
538634.NS,Vasundhara Rasayans Ltd.
538635.NS,SNOWMAN LOGISTICS LIMITED
538646.NS,QGO FINANCE LIMITED
538647.NS,Purshottam Investofin Limited
538652.NS,HIND COMMERCE LIMITED
538666.NS,Sharda Cropchem Limited
538667.NS,Sirohia & Sons Limited
538668.NS,Meghna Infracon Infrastructure Limited
538674.NS,City Online Services Limited
538683.NS,Nippon India Mutual Fund
538684.NS,Encash Entertainment Limited
538685.NS,SHEMAROO ENTERTAINMENT LIMITED
538706.NS,Ultracab (India) Limited
538707.NS,Rajasthan Cylinders & Containers Limited
538708.NS,Econo Trade (India) Limited
538713.NS,Atishay Limited
538714.NS,Sangam Finserv Limited
538715.NS,Dhabriya Polywood Limited
538716.NS,Aryaman Capital Markets Limited
538730.NS,PDS LIMITED
538731.NS,HANMAN FIT LIMITED
538732.NS,Vibrant Global Capital Limited
538734.NS,CEINSYS TECH LIMITED
538742.NS,PANABYTE TECHNOLOGIES LIMITED
538743.NS,Mudunuru Limited
538765.NS,JLA Infraville Shoppers Limited
538770.NS,Crane Infrastructure Limited
538772.NS,Niyogin Fintech Limited
538777.NS,ASIA CAPITAL LIMITED
538778.NS,Kalyan Capitals Limited
538786.NS,Citizen Infoline Ltd.
538787.NS,Goenka Business & Finance Limited
538788.NS,Gilada Finance & Investments Ltd.
538794.NS,JET SOLAR LIMITED
538795.NS,Shree Ajit Pulp And Paper Ltd
538812.NS,Aanchal Ispat Limited
538817.NS,Captain Pipes Limited
538833.NS,KAIZEN AGRO INFRABUILD LIMITED
538834.NS,JMJ Fintech Limited
538835.NS,INTELLECT DESIGN ARENA LIMITED
538836.NS,Monte Carlo Fashions Limited
538837.NS,Jeevan Scientific Technology Limited
538838.NS,Indo Cotspin Limited
538857.NS,Scintilla Commercial & Credit  Limited
538860.NS,PANAFIC INDUSTRIALS LTD
538862.NS,My Money Securities Ltd.
538863.NS,SRI AMARNATH FINANCE LIMITED
538868.NS,Continental Securities Limited
538874.NS,NEXUS SURGICAL AND MEDICARE LIMITED
538875.NS,SELLWIN TRADERS LIMITED
538881.NS,Galada Finance Limited
538882.NS,Emerald Finance Limited
538890.NS,M. K. Exim (India) Ltd.
538891.NS,MAGELLANIC CLOUD LIMITED
538894.NS,Octal Credit Capital Ltd.
538895.NS,Mihika Industries Ltd.
538896.NS,Kanchi Karpooram Ltd.
538897.NS,Shri Niwas Leasing and Finance Limited
538902.NS,Dhunseri Tea & Industries Ltd
